name,code,ean,description,photos,category_path,category_name,price_net,tax,price_gross,currency,is_available,stock,availability_date,base_unit_of_measure,items_in_package_count,has_carton_packaging,base_units_in_carton_count,hs_code,country_of_origin,width_cm,height_cm,depth_cm,weight_kg,remarks
"Glittery decorations Star, gold, 5cm (1 pkt / 8 pc.)",DG5-019,5902230710290,"Glittery decorations Star, gold, size 5 centimeters.<BR>(1 pkt / 8 pc.)",https://shop.partydeco.pl/media/products/d63f599cc377f7056fe986317763dc06/images/DG5-019_01_S.jpg;https://shop.partydeco.pl/media/products/d63f599cc377f7056fe986317763dc06/images/DG5-019_02_S.jpg;https://shop.partydeco.pl/media/products/d63f599cc377f7056fe986317763dc06/images/DG5-019_03_S.jpg;https://shop.partydeco.pl/media/products/d63f599cc377f7056fe986317763dc06/images/DG5-019_04_S.jpg;https://shop.partydeco.pl/media/products/d63f599cc377f7056fe986317763dc06/images/DG5-019_07_S.jpg,"Products > Confetti Cannons / Push Pops / Confetti > Confetti > Confetti party","Confetti party",2.97,23,3.65,PLN,1,300,,PK,8,1,50,39269097,CHN,8,1.3,11,0.0089,
"Glittery decorations Ball, silver, 2cm (1 pkt / 25 pc.)",DK2-018,5902230710214,"Glittery decorations Ball, silver, size 2 centimeters.<BR>(1 pkt / 25 pc.)",https://shop.partydeco.pl/media/products/9f27b6b55f85f77de6e9ef4b10befd59/images/DK2-018_01_S.jpg;https://shop.partydeco.pl/media/products/9f27b6b55f85f77de6e9ef4b10befd59/images/DK2-018_03_S.jpg;https://shop.partydeco.pl/media/products/9f27b6b55f85f77de6e9ef4b10befd59/images/DK2-018_04_S.jpg,"Products > Confetti Cannons / Push Pops / Confetti > Confetti > Confetti party","Confetti party",3.45,23,4.24,PLN,1,300,,PK,25,1,30,39269097,CHN,11,3.1,11,0.01585,
"Glittery decorations Ball, gold, 2cm (1 pkt / 25 pc.)",DK2-019,5902230710221,"Glittery decorations Ball, gold, size 2 centimeters.<BR>(1 pkt / 25 pc.)",https://shop.partydeco.pl/media/products/edf20b990aaf14432639220135f080a5/images/DK2-019_01_S.jpg;https://shop.partydeco.pl/media/products/edf20b990aaf14432639220135f080a5/images/DK2-019_06_S.jpg;https://shop.partydeco.pl/media/products/edf20b990aaf14432639220135f080a5/images/DK2-019_07_S.jpg;https://shop.partydeco.pl/media/products/edf20b990aaf14432639220135f080a5/images/DK2-019_08_S.jpg;https://shop.partydeco.pl/media/products/edf20b990aaf14432639220135f080a5/images/DK2-019_09_S.jpg;https://shop.partydeco.pl/media/products/edf20b990aaf14432639220135f080a5/images/DK2-019_10_S.jpg;https://shop.partydeco.pl/media/products/edf20b990aaf14432639220135f080a5/images/DK2-019_11_S.jpg,"Products > Confetti Cannons / Push Pops / Confetti > Confetti > Confetti party","Confetti party",3.45,23,4.24,PLN,1,240,,PK,25,1,30,39269097,CHN,11,3.1,11,0.0136,
"Wooden Pegs, red (1 pkt / 10 pc.)",KDD-007,5902230710368,"Wooden Pegs, red, height 3.5 centimeters.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/6333c4c9fb3f7119726cc68aa16c200e/images/KDD-007_01_S.jpg;https://shop.partydeco.pl/media/products/6333c4c9fb3f7119726cc68aa16c200e/images/KDD-007_02_S.jpg,"Products > Embellishments / Buckles and brooches / Pompoms > Wooden pegs","Wooden pegs",1.34,23,1.65,PLN,1,300,,PK,10,1,50,44219999,CHN,10,1.1,11.6,0.0189,
"Wooden Pegs, white (1 pkt / 10 pc.)",KDD-008,5902230710313,"Wooden Pegs, white, height 3.5 centimeters.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/958fb2c06094b056810bf7d640961353/images/KDD-008_01_S.jpg;https://shop.partydeco.pl/media/products/958fb2c06094b056810bf7d640961353/images/KDD-008_02_S.jpg;https://shop.partydeco.pl/media/products/958fb2c06094b056810bf7d640961353/images/KDD-008_03_S.jpg;https://shop.partydeco.pl/media/products/958fb2c06094b056810bf7d640961353/images/KDD-008_04_S.jpg;https://shop.partydeco.pl/media/products/958fb2c06094b056810bf7d640961353/images/_woodland_S.jpg,"Products > Embellishments / Buckles and brooches / Pompoms > Wooden pegs","Wooden pegs",1.68,23,2.07,PLN,1,300,,PK,10,1,50,44219999,CHN,10,1.1,11.6,0.0189,
"Wooden Pegs, black (1 pkt / 10 pc.)",KDD-010,5902230710399,"Wooden Pegs, black, height 3.5 centimeters.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/fb0214b3234f02383c2b743fc0f1d85f/images/KDD-010_01_S.jpg;https://shop.partydeco.pl/media/products/fb0214b3234f02383c2b743fc0f1d85f/images/KDD-010_02_S.jpg;https://shop.partydeco.pl/media/products/fb0214b3234f02383c2b743fc0f1d85f/images/KDD-010_03_S.jpg;https://shop.partydeco.pl/media/products/fb0214b3234f02383c2b743fc0f1d85f/images/KDD-010_04_S.jpg;https://shop.partydeco.pl/media/products/fb0214b3234f02383c2b743fc0f1d85f/images/KDD-010_05_S.jpg,"Products > Embellishments / Buckles and brooches / Pompoms > Wooden pegs","Wooden pegs",1.68,23,2.07,PLN,1,300,,PK,10,1,50,44219999,CHN,10,1.1,11.6,0.0189,
"Wooden Pegs, natural wood (1 pkt / 10 pc.)",KDD-100,5902230710320,"Wooden Pegs, natural wood, height 3.5 centimeters.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/870b8917e71e41fa8b58e3b8711e19e1/images/KDD-100_01_S.jpg;https://shop.partydeco.pl/media/products/870b8917e71e41fa8b58e3b8711e19e1/images/KDD-100_02_S.jpg;https://shop.partydeco.pl/media/products/870b8917e71e41fa8b58e3b8711e19e1/images/KDD-100_03_S.jpg;https://shop.partydeco.pl/media/products/870b8917e71e41fa8b58e3b8711e19e1/images/KDD-100_04_S.jpg;https://shop.partydeco.pl/media/products/870b8917e71e41fa8b58e3b8711e19e1/images/_woodland_S.jpg,"Products > Embellishments / Buckles and brooches / Pompoms > Wooden pegs","Wooden pegs",1.30,23,1.60,PLN,1,300,,PK,10,1,50,44219999,CHN,10,1.1,11.6,0.0189,
"Tulle headband, white",OPPL1-008,5901157491527,"Headband, white tulle.",https://shop.partydeco.pl/media/products/131c3e15f6991ac195f9caebdb8a8fdd/images/OPPL1-008_01_S.jpg;https://shop.partydeco.pl/media/products/131c3e15f6991ac195f9caebdb8a8fdd/images/OPPL1-008_02_S.jpg;https://shop.partydeco.pl/media/products/131c3e15f6991ac195f9caebdb8a8fdd/images/OPPL1-008_03_S.jpg,"Products > Costumes and accessories > Headbands",Headbands,4.47,23,5.50,PLN,1,83,,PC,1,0,0,95059000,POL,19,2.3,27,0.02,
"Paper Straws, light pink, 19.5cm (1 pkt / 10 pc.)",SPP1-081J,5901157494337,"Paper straws, light pink with slanted, white stripes, length about 19.5 centimeters.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/5184f6ea48d1fe05ce082e58b3401207/images/SPP1-081J_01_S.jpg;https://shop.partydeco.pl/media/products/5184f6ea48d1fe05ce082e58b3401207/images/SPP1-081J_02_S.jpg;https://shop.partydeco.pl/media/products/5184f6ea48d1fe05ce082e58b3401207/images/SPP1-081J_08_S.jpg;https://shop.partydeco.pl/media/products/5184f6ea48d1fe05ce082e58b3401207/images/SPP1-081J_09_S.jpg;https://shop.partydeco.pl/media/products/5184f6ea48d1fe05ce082e58b3401207/images/SPP1-081J_10_S.jpg;https://shop.partydeco.pl/media/products/5184f6ea48d1fe05ce082e58b3401207/images/SPP1-081J_11_S.jpg;https://shop.partydeco.pl/media/products/5184f6ea48d1fe05ce082e58b3401207/images/SPP1-081J_12_S.jpg;https://shop.partydeco.pl/media/products/5184f6ea48d1fe05ce082e58b3401207/images/SPP1-081J_13_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Paper straws","Paper straws",1.11,23,1.37,PLN,1,300,,PK,10,1,50,48239085,CHN,7.5,0.7,27.4,0.016,
"Paper Straws, lilac, 19.5cm (1 pkt / 10 pc.)",SPP1-004,5902230714496,"Paper straws, lilac with slanted, white stripes, length about 19.5 centimeters.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/44857214df4657edd7d77b3bf8713792/images/SPP1-004_01_S.jpg;https://shop.partydeco.pl/media/products/44857214df4657edd7d77b3bf8713792/images/SPP1-004_02_S.jpg;https://shop.partydeco.pl/media/products/44857214df4657edd7d77b3bf8713792/images/SPP1-004_03_S.jpg;https://shop.partydeco.pl/media/products/44857214df4657edd7d77b3bf8713792/images/SPP1-004_04_S.jpg;https://shop.partydeco.pl/media/products/44857214df4657edd7d77b3bf8713792/images/SPP1-004_05_S.jpg;https://shop.partydeco.pl/media/products/44857214df4657edd7d77b3bf8713792/images/SPP1-004_06_S.jpg;https://shop.partydeco.pl/media/products/44857214df4657edd7d77b3bf8713792/images/SPP1-004_08_S.jpg;https://shop.partydeco.pl/media/products/44857214df4657edd7d77b3bf8713792/images/SPP1-004_09_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Paper straws","Paper straws",1.11,23,1.37,PLN,1,300,,PK,10,1,50,48239085,CHN,7.5,0.7,27.4,0.016,
"Paper Straws, mint, 19.5cm (1 pkt / 10 pc.)",SPP1-103,5902230714502,"Paper straws, mint with slanted, white stripes, length about 19.5 centimeters.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/568bfc54add16053db8c561f9cbecb37/images/SPP1-103_01_S.jpg;https://shop.partydeco.pl/media/products/568bfc54add16053db8c561f9cbecb37/images/SPP1-103_02_S.jpg;https://shop.partydeco.pl/media/products/568bfc54add16053db8c561f9cbecb37/images/SPP1-103_03_S.jpg;https://shop.partydeco.pl/media/products/568bfc54add16053db8c561f9cbecb37/images/SPP1-103_04_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Paper straws","Paper straws",1.11,23,1.37,PLN,1,300,,PK,10,1,50,48239085,CHN,7.5,0.7,27.4,0.016,
"Paper Straws, sky-blue, 19.5cm (1 pkt / 10 pc.)",SPP2-011,5902230714557,"Paper straws, sky-blue with small, white dots, length about 19.5 centimeters.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/ed6c1eae16a3ed4d04022d48692a307f/images/SPP2-011_01_S.jpg;https://shop.partydeco.pl/media/products/ed6c1eae16a3ed4d04022d48692a307f/images/SPP2-011_02_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Paper straws","Paper straws",1.11,23,1.37,PLN,1,2,,PK,10,1,50,48239085,CHN,7.4,0.7,27.7,0.01575,
"Paper Straws, silver, 19.5cm (1 pkt / 10 pc.)",SPP1M-018,5902230714595,"Paper straws, metallic silver with slanted, white stripes, length about 19.5 cm. The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/fd5e215b11604d799d94fc8f240fa80a/images/SPP1M-018_01_S.jpg;https://shop.partydeco.pl/media/products/fd5e215b11604d799d94fc8f240fa80a/images/SPP1M-018_02_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Paper straws","Paper straws",1.18,23,1.45,PLN,1,300,,PK,10,1,50,48239085,CHN,7.4,0.7,27.7,0.01575,"'The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.'"
"Paper Straws, gold, 19.5cm (1 pkt / 10 pc.)",SPP1M-019,5902230714601,"Paper straws, metallic gold with slanted, white stripes, length about 19.5 cm. The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/9e2c53d754ac3bead0e71234eb7fd16b/images/SPP1M-019_01_S.jpg;https://shop.partydeco.pl/media/products/9e2c53d754ac3bead0e71234eb7fd16b/images/SPP1M-019_03_S.jpg;https://shop.partydeco.pl/media/products/9e2c53d754ac3bead0e71234eb7fd16b/images/SPP1M-019_04_S.jpg;https://shop.partydeco.pl/media/products/9e2c53d754ac3bead0e71234eb7fd16b/images/SPP1M-019_13_S.jpg;https://shop.partydeco.pl/media/products/9e2c53d754ac3bead0e71234eb7fd16b/images/SPP1M-019_14_S.jpg;https://shop.partydeco.pl/media/products/9e2c53d754ac3bead0e71234eb7fd16b/images/SPP1M-019_15_S.jpg;https://shop.partydeco.pl/media/products/9e2c53d754ac3bead0e71234eb7fd16b/images/SPP1M-019_19_S.jpg;https://shop.partydeco.pl/media/products/9e2c53d754ac3bead0e71234eb7fd16b/images/SPP1M-019_21_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Paper straws","Paper straws",1.18,23,1.45,PLN,1,300,,PK,10,1,50,48239085,CHN,7.4,0.7,27.7,0.01575,"'The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.'"
"Paper Straws, silver, 19.5cm (1 pkt / 10 pc.)",SPP4M-018,5902230714618,"Paper straws, plain, metallic, silver length about 19.5 cm. The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/c8cbce325a4b2254270d6c33d60dbf80/images/SPP4M-018_01_S.jpg;https://shop.partydeco.pl/media/products/c8cbce325a4b2254270d6c33d60dbf80/images/SPP4M-018_02_S.jpg;https://shop.partydeco.pl/media/products/c8cbce325a4b2254270d6c33d60dbf80/images/SPP4M-018_07_S.jpg;https://shop.partydeco.pl/media/products/c8cbce325a4b2254270d6c33d60dbf80/images/SPP4M-018_08_S.jpg;https://shop.partydeco.pl/media/products/c8cbce325a4b2254270d6c33d60dbf80/images/SPP4M-018_09_S.jpg;https://shop.partydeco.pl/media/products/c8cbce325a4b2254270d6c33d60dbf80/images/SPP4M-018_10_S.jpg;https://shop.partydeco.pl/media/products/c8cbce325a4b2254270d6c33d60dbf80/images/SPP4M-018_11_S.jpg;https://shop.partydeco.pl/media/products/c8cbce325a4b2254270d6c33d60dbf80/images/SPP4M-018_12_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Paper straws","Paper straws",1.18,23,1.45,PLN,0,0,2021-06-30,PK,10,1,50,48239085,CHN,7.4,0.7,27.7,0.01575,"'The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.'"
"Paper Straws, gold, 19.5cm (1 pkt / 10 pc.)",SPP4M-019,5902230714625,"Paper straws, plain, metallic, gold, length about 19.5 cm. The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/d1b0d8b734bcc49b8b2fba6e1c7e920e/images/SPP4M-019_01_S.jpg;https://shop.partydeco.pl/media/products/d1b0d8b734bcc49b8b2fba6e1c7e920e/images/SPP4M-019_10_S.jpg;https://shop.partydeco.pl/media/products/d1b0d8b734bcc49b8b2fba6e1c7e920e/images/SPP4M-019_12_S.jpg;https://shop.partydeco.pl/media/products/d1b0d8b734bcc49b8b2fba6e1c7e920e/images/SPP4M-019_21_S.jpg;https://shop.partydeco.pl/media/products/d1b0d8b734bcc49b8b2fba6e1c7e920e/images/SPP4M-019_24_S.jpg;https://shop.partydeco.pl/media/products/d1b0d8b734bcc49b8b2fba6e1c7e920e/images/SPP4M-019_36_S.jpg;https://shop.partydeco.pl/media/products/d1b0d8b734bcc49b8b2fba6e1c7e920e/images/SPP4M-019_38_S.jpg;https://shop.partydeco.pl/media/products/d1b0d8b734bcc49b8b2fba6e1c7e920e/images/SPP4M-019_39_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Paper straws","Paper straws",1.18,23,1.45,PLN,1,300,,PK,10,1,50,48239085,CHN,7.4,0.7,27.7,0.01575,"'The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.'"
"Paper Straws, silver, 19.5cm (1 pkt / 10 pc.)",SPP5M-018,5902230714885,"Paper straws, white with metallic, silver stars, length about 19.5 cm. The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/a822f68c5967db3f3a35781c51db99be/images/SPP5M-018_01_S.jpg;https://shop.partydeco.pl/media/products/a822f68c5967db3f3a35781c51db99be/images/SPP5M-018_02_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Paper straws","Paper straws",1.18,23,1.45,PLN,1,300,,PK,10,1,50,48239085,CHN,7.4,0.7,27.7,0.01575,"'The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.'"
"Paper Straws, gold, 19.5cm (1 pkt / 10 pc.)",SPP5M-019,5902230714632,"Paper straws, white with metallic, gold stars, length about 19.5 cm. The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/577599a3a92cdb8b5e202da8625b923b/images/SPP5M-019_01_S.jpg;https://shop.partydeco.pl/media/products/577599a3a92cdb8b5e202da8625b923b/images/SPP5M-019_02_S.jpg;https://shop.partydeco.pl/media/products/577599a3a92cdb8b5e202da8625b923b/images/SPP5M-019_08_S.jpg;https://shop.partydeco.pl/media/products/577599a3a92cdb8b5e202da8625b923b/images/SPP5M-019_09_S.jpg;https://shop.partydeco.pl/media/products/577599a3a92cdb8b5e202da8625b923b/images/SPP5M-019_11_S.jpg;https://shop.partydeco.pl/media/products/577599a3a92cdb8b5e202da8625b923b/images/SPP5M-019_12_S.jpg;https://shop.partydeco.pl/media/products/577599a3a92cdb8b5e202da8625b923b/images/SPP5M-019_16_S.jpg;https://shop.partydeco.pl/media/products/577599a3a92cdb8b5e202da8625b923b/images/SPP5M-019_17_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Paper straws","Paper straws",1.18,23,1.45,PLN,1,300,,PK,10,1,50,48239085,CHN,7.4,0.7,27.7,0.01575,"'The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.'"
"Tutu, white, 60x30cm",TUTU3-008,5901157492883,"Tutu skirt, white, with white ribbon, waistline about 60 centimeters, length about 30 centimeters.",https://shop.partydeco.pl/media/products/672ab3fc19ff5dff239276879a4ce9b2/images/TUTU3-008_01_S.jpg;https://shop.partydeco.pl/media/products/672ab3fc19ff5dff239276879a4ce9b2/images/TUTU3-008_02_S.jpg;https://shop.partydeco.pl/media/products/672ab3fc19ff5dff239276879a4ce9b2/images/TUTU3-008_03_S.jpg;https://shop.partydeco.pl/media/products/672ab3fc19ff5dff239276879a4ce9b2/images/TUTU3-008_04_S.jpg,"Products > Costumes and accessories > Tutu skirts, capes, dresses","Tutu skirts, capes, dresses",19.55,23,24.05,PLN,1,56,,PC,1,1,10,95059000,POL,25,6.9,37.4,0.06315,
"Tutu, yellow, 60x30cm",TUTU3-009,5901157492968,"Tutu skirt, yellow with yellow ribbon with black dots, waistline about 60 centimeters, length about 30 centimeters.",https://shop.partydeco.pl/media/products/97cbff4533a1d66a6482076a9e03bc73/images/TUTU3-009_01_S.jpg;https://shop.partydeco.pl/media/products/97cbff4533a1d66a6482076a9e03bc73/images/TUTU3-009_02_S.jpg;https://shop.partydeco.pl/media/products/97cbff4533a1d66a6482076a9e03bc73/images/TUTU3-009_03_S.jpg;https://shop.partydeco.pl/media/products/97cbff4533a1d66a6482076a9e03bc73/images/TUTU3-009_04_S.jpg;https://shop.partydeco.pl/media/products/97cbff4533a1d66a6482076a9e03bc73/images/TUTU3-009_05_S.jpg,"Products > Costumes and accessories > Tutu skirts, capes, dresses","Tutu skirts, capes, dresses",18.38,23,22.61,PLN,1,14,,PC,1,1,10,95059000,POL,25,6.9,37.4,0.06315,
"Tutu, grey, 60x30cm",TUTU3-091,5901157492975,"Tutu skirt, grey, with silver ribbon with white dots, waistline about 60 centimeters, length about 30 centimeters.",https://shop.partydeco.pl/media/products/147ccf57eebfa095aa7ab097cb26ef7c/images/TUTU3-091_01_S.jpg;https://shop.partydeco.pl/media/products/147ccf57eebfa095aa7ab097cb26ef7c/images/TUTU3-091_02_S.jpg;https://shop.partydeco.pl/media/products/147ccf57eebfa095aa7ab097cb26ef7c/images/TUTU3-091_03_S.jpg;https://shop.partydeco.pl/media/products/147ccf57eebfa095aa7ab097cb26ef7c/images/TUTU3-091_04_S.jpg,"Products > Costumes and accessories > Tutu skirts, capes, dresses","Tutu skirts, capes, dresses",10.75,23,13.22,PLN,1,5,,PC,1,1,10,95059000,POL,25,6.9,37.4,0.06315,
"Tutu, white, 80x34cm",TUTU4-008,5901157493002,"Tutu skirt, white, with white ribbon, waistline about 80 centimeters, length about 34 centimeters.",https://shop.partydeco.pl/media/products/27656dd95663713aa5520b9d629076f4/images/TUTU4-008_01_S.jpg;https://shop.partydeco.pl/media/products/27656dd95663713aa5520b9d629076f4/images/TUTU4-008_02_S.jpg;https://shop.partydeco.pl/media/products/27656dd95663713aa5520b9d629076f4/images/TUTU4-008_03_S.jpg;https://shop.partydeco.pl/media/products/27656dd95663713aa5520b9d629076f4/images/TUTU4-008_04_S.jpg,"Products > Costumes and accessories > Tutu skirts, capes, dresses","Tutu skirts, capes, dresses",24.32,23,29.91,PLN,1,40,,PC,1,1,10,95059000,POL,30,10.8,44.5,0.17565,
"Tutu, grey, 80x34cm",TUTU4-091,5901157493095,"Tutu skirt, grey, with silver ribbon with white dots, waistline about 80 centimeters, length about 34 centimeters.",https://shop.partydeco.pl/media/products/2c6fad082c769003955002a4dc93ab26/images/TUTU4-091_01_S.jpg;https://shop.partydeco.pl/media/products/2c6fad082c769003955002a4dc93ab26/images/TUTU4-091_02_S.jpg;https://shop.partydeco.pl/media/products/2c6fad082c769003955002a4dc93ab26/images/TUTU4-091_03_S.jpg;https://shop.partydeco.pl/media/products/2c6fad082c769003955002a4dc93ab26/images/TUTU4-091_04_S.jpg,"Products > Costumes and accessories > Tutu skirts, capes, dresses","Tutu skirts, capes, dresses",13.38,23,16.46,PLN,1,6,,PC,1,1,10,95059000,POL,30,10.8,44.5,0.17565,
"Tutu, light green, 80x34cm",TUTU4-102,5901157493033,"Tutu skirt, light green, with green apple ribbon with white dots, waistline about 80 centimeters, length about 34 centimeters.",https://shop.partydeco.pl/media/products/10afd347e5bbbe9a646f506a69750c08/images/TUTU4-102_01_S.jpg;https://shop.partydeco.pl/media/products/10afd347e5bbbe9a646f506a69750c08/images/TUTU4-102_02_S.jpg;https://shop.partydeco.pl/media/products/10afd347e5bbbe9a646f506a69750c08/images/TUTU4-102_03_S.jpg;https://shop.partydeco.pl/media/products/10afd347e5bbbe9a646f506a69750c08/images/TUTU4-102_04_S.jpg;https://shop.partydeco.pl/media/products/10afd347e5bbbe9a646f506a69750c08/images/TUTU4-102_05_S.jpg,"Products > Costumes and accessories > Tutu skirts, capes, dresses","Tutu skirts, capes, dresses",10.70,23,13.16,PLN,1,8,,PC,1,1,10,95059000,POL,30,10.8,44.5,0.17565,
